"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1405_i_at","CCL5","6352","C-C motif chemokine ligand 5",-0.76945192602091,5.09167991642324,-1.09709574232286,0.282201357238972,0.437035199850592,-5.53662688268585
"2","1438_at","EPHB3","2049","EPH receptor B3",0.27588467924072,6.51756337706651,0.715570760412457,0.480344229717819,0.625576115336091,-5.86714029587518
"3","1552256_a_at","SCARB1","949","scavenger receptor class B member 1",0.423134699276311,7.37421185231015,1.4367843070738,0.162163892406716,0.294686399860946,-5.13685982688695
"4","1552275_s_at","PXK","54899","PX domain containing serine/threonine kinase like",0.637404805033722,5.66451313126479,2.44609419386294,0.0211742084286694,0.07994214619327,-3.46055407061338
"5","1552289_a_at","CILP2","148113","cartilage intermediate layer protein 2",-0.198208770399901,5.92053559568745,-0.306124294867901,0.761836974912023,0.845665867397941,-6.0712833164559
"6","1552329_at","RBBP6","5930","RB binding protein 6, ubiquitin ligase",0.921151771655667,5.04285276967166,3.74027542830531,0.000866746667909061,0.0187071056678183,-0.606026663143332
"7","1552417_a_at","NEDD1","121441","NEDD1 gamma-tubulin ring complex targeting factor",0.336297365181816,4.18888943096394,1.37064662177755,0.181672034133917,0.320403405654363,-5.22204504942207
"8","1552476_s_at","PLCD3","113026","phospholipase C delta 3",0.66030513165694,5.31207278598842,2.36668851060135,0.0253067130410695,0.0878506955121503,-3.61458358786324
"9","1552477_a_at","IRF6","3664","interferon regulatory factor 6",-0.101644081404193,7.00435565698189,-0.225174371013857,0.823523973649628,0.885239121972798,-6.0924566502176
"10","1552487_a_at","BNC1","646","basonuclin 1",0.47194879948957,5.24447957092755,1.0349860111312,0.309774687844171,0.465169254387019,-5.59925635303573
"11","1552496_a_at","COBL","23242","cordon-bleu WH2 repeat protein",0.714848735123613,5.25987068655671,2.01041973197131,0.0543803732783785,0.141072540543207,-4.26335088723626
"12","1552519_at","ACVR1C","130399","activin A receptor type 1C",-0.0155822975499351,5.09695586361403,-0.0354205364491878,0.972002639810662,0.983803236640594,-6.11684380901696
"13","1552532_a_at","ATP6V1C2","245973","ATPase H+ transporting V1 subunit C2",0.946153001475989,5.98272268125487,3.39834096310638,0.00210195414177902,0.0265607295924508,-1.4088795483466
"14","1552544_at","SERPINA12","145264","serpin family A member 12",1.49028035808589,9.28544021219311,2.54500049398345,0.0168961253415316,0.0707253578611498,-3.26433927241325
"15","1552584_at","IL12RB1","3594","interleukin 12 receptor subunit beta 1",-0.545577283645073,4.83356158272572,-1.57404663304654,0.127018289460252,0.249875293306361,-4.94927630102923
"16","1552620_at","SPRR4","163778","small proline rich protein 4",0.695177438570115,7.80113693399632,1.14245539010171,0.263205148484516,0.417083797451111,-5.48878917426382
"17","1552625_a_at","TRNT1","51095","tRNA nucleotidyl transferase 1",-0.134341531826285,4.75343747098923,-0.471934949923607,0.640730981953051,0.754751768559362,-6.00797955895095
"18","1552658_a_at","NAV3","89795","neuron navigator 3",1.11986444583303,5.01437983980761,4.24915392111189,0.000224791467044702,0.0139803415169263,0.624396995208816
"19","1552667_a_at","SH2D3C","10044","SH2 domain containing 3C",-0.0346922961986396,4.78391799594471,-0.110201174858074,0.913057544749385,0.942390475898485,-6.11146926462656
"20","1552685_a_at","GRHL1","29841","grainyhead like transcription factor 1",0.425636063110243,7.06088338666363,1.07165260759338,0.293277146386146,0.448204171477473,-5.56268689047773
"21","1552701_a_at","CARD16","114769","caspase recruitment domain family member 16",0.612752939821665,5.27174557291819,1.13830017091567,0.264905607187399,0.418210917888337,-5.49324446281071
"22","1552733_at","KLHDC1","122773","kelch domain containing 1",0.830008886267789,5.66198733085351,2.33238579556305,0.027310048372545,0.0920455372127779,-3.68012002450938
"23","1552789_at","SEC62","7095","SEC62 homolog, preprotein translocation factor",0.800844039237072,4.61832531313301,3.22912256304459,0.00323001558226763,0.0311420195122148,-1.79601432436645
"24","1552797_s_at","PROM2","150696","prominin 2",0.306190007854109,8.09575893141516,0.90468968012862,0.37356019920642,0.527354504561205,-5.71964382164644
"25","1552921_a_at","FIGNL1","63979","fidgetin like 1",0.0603725730560685,4.67677498721688,0.165982490925763,0.869396269672502,0.917413134775753,-6.10386961336984
"26","1552978_a_at","SCAMP1","9522","secretory carrier membrane protein 1",0.475674419772319,6.0830916810009,1.5973999902033,0.121710960521461,0.243036454817993,-4.91594886597395
"27","1553062_at","MOGAT1","116255","monoacylglycerol O-acyltransferase 1",0.402902615546418,5.68098532209682,0.514355137143505,0.611150831044418,0.731871982855661,-5.98751678909351
"28","1553072_at","BNIPL","149428","BCL2 interacting protein like",0.755020413238305,4.91220885115925,2.39006600175616,0.0240193164062805,0.0850837819933973,-3.56956971202677
"29","1553077_at","SDR9C7","121214","short chain dehydrogenase/reductase family 9C member 7",0.82121984858344,5.48609663936776,2.18428589992926,0.0377184417466448,0.112575041520755,-3.95578342349957
"30","1553081_at","WFDC12","128488","WAP four-disulfide core domain 12",0.282864085339233,7.0927246520623,0.537273985471021,0.595439419729132,0.716756473153202,-5.97574352363369
"31","1553101_a_at","ALKBH5","54890","alkB homolog 5, RNA demethylase",-0.0924278296861756,6.87105040838071,-0.2768945954195,0.783950897977534,0.860891864801013,-6.07966873536487
"32","1553105_s_at","DSG2","1829","desmoglein 2",0.65264374134395,5.9253878405484,1.83476206764424,0.0774822544687889,0.178865213519712,-4.5550133039416
"33","1553113_s_at","CDK8","1024","cyclin dependent kinase 8",0.409721113211249,5.37731835728635,1.77423907084132,0.0872003308778619,0.194103472616035,-4.6507860227545
"34","1553145_at","TAPT1-AS1","202020","TAPT1 antisense RNA 1 (head to head)",0.106699661373572,5.84564336108097,0.325636545400845,0.747187033860448,0.83621286860264,-6.06522107211301
"35","1553148_a_at","SNX13","23161","sorting nexin 13",0.633810007476001,5.6718729122621,2.17189890981562,0.0387332355219954,0.114184944461102,-3.97828499602853
"36","1553211_at","ANKFN1","162282","ankyrin repeat and fibronectin type III domain containing 1",1.1874040338765,4.54028863542845,3.56857759902107,0.00135592949320499,0.0222865716718154,-1.0122425001947
"37","1553269_at","ZNF718","255403","zinc finger protein 718",-0.222092249950427,3.34154321519009,-0.616342118288174,0.542784437424095,0.677171581095013,-5.93128529709125
"38","1553333_at","MAB21L3","126868","mab-21 like 3",1.1347606712706,4.10494569060147,3.18197908228095,0.0036362782814482,0.0324772245019828,-1.90244902299475
"39","1553394_a_at","TFAP2B","7021","transcription factor AP-2 beta",0.822529591506615,5.31893060319195,1.88637405011641,0.0699452672749726,0.166935873427518,-4.47139664207632
"40","1553407_at","MACF1","23499","microtubule actin crosslinking factor 1",-0.331957799969479,5.75985345155079,-1.39322742979725,0.174814231101314,0.311847221885667,-5.19334872664334
"41","1553454_at","RPTN","126638","repetin",0.524315651334386,4.36966405463129,0.874434871794408,0.389524359843345,0.543502315643108,-5.74543087509185
