"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1990782","protein tyrosine kinase binding","15/814","93/17697",2.0981400601443e-05,0.0170159158877703,0.0162771497297511,"10140/9600/9732/284/914/9655/3084/919/3687/4690/25759/9046/117854/2043/83394",15
"GO:0030971","receptor tyrosine kinase binding","12/814","69/17697",6.49790523189214e-05,0.0263490057153226,0.0252050323994974,"10140/9600/9732/284/914/9655/3084/3687/4690/25759/9046/83394",12
"GO:0016303","1-phosphatidylinositol-3-kinase activity","6/814","23/17697",0.000478578135686104,0.109049544557237,0.104315029318818,"9655/1154/9306/9021/5289/5290",6
"GO:0001618","virus receptor activity","11/814","74/17697",0.000537852254289701,0.109049544557237,0.104315029318818,"941/3693/1604/3383/3690/6504/9074/6404/7293/7852/3673",11
"GO:0035004","phosphatidylinositol 3-kinase activity","6/814","26/17697",0.000970085440364085,0.157347858427055,0.150516414641754,"9655/1154/9306/9021/5289/5290",6
"GO:0031267","small GTPase binding","35/814","443/17697",0.00134521855078811,0.172129488118541,0.164656282358835,"23002/23365/10276/10133/29966/9771/9732/538/11069/7813/23527/5586/25924/9910/30000/79778/55614/54885/23232/10938/83593/57580/1122/55667/57531/80143/374403/160622/79774/120892/121512/29091/399/57449/134957",35
"GO:0017016","Ras GTPase binding","34/814","429/17697",0.0014857045830207,0.172129488118541,0.164656282358835,"23002/23365/10276/10133/29966/9771/9732/538/11069/7813/23527/5586/25924/9910/30000/79778/55614/54885/23232/10938/83593/57580/1122/55667/57531/80143/374403/79774/120892/121512/29091/399/57449/134957",34
"GO:0052742","phosphatidylinositol kinase activity","6/814","29/17697",0.00177949622598205,0.18039642990893,0.172564305072207,"9655/1154/9306/9021/5289/5290",6
"GO:0046935","1-phosphatidylinositol-3-kinase regulator activity","4/814","14/17697",0.00307183605661722,0.250769968664682,0.239882493225869,"9655/1154/9306/9021",4
"GO:0015631","tubulin binding","27/814","336/17697",0.0036090787410853,0.250769968664682,0.239882493225869,"89795/10123/9702/324/6280/22924/65055/2009/22809/23122/56890/6279/2332/56271/6530/9419/55614/51361/126731/84376/219899/115548/7175/120892/8766/27072/283431",27
"GO:0030695","GTPase regulator activity","25/814","304/17697",0.00370588879962901,0.250769968664682,0.239882493225869,"23365/63940/9732/9744/8853/94134/6004/7813/23527/23526/7070/9910/10188/54885/23232/57580/1122/132864/374403/64926/79774/120892/394/399/134957",25
"GO:0004708","MAP kinase kinase activity","7/814","45/17697",0.00418296545419577,0.250769968664682,0.239882493225869,"11183/9344/9020/11184/5609/8491/120892",7
"GO:0004896","cytokine receptor activity","11/814","96/17697",0.00455831307176952,0.250769968664682,0.239882493225869,"3566/3561/3587/1230/3575/1236/7852/2833/53832/10148/9466",11
"GO:0043548","phosphatidylinositol 3-kinase binding","7/814","46/17697",0.00474211470162937,0.250769968664682,0.239882493225869,"3932/9655/11151/8660/1154/9306/9021",7
"GO:0008017","microtubule binding","21/814","246/17697",0.00488539814624008,0.250769968664682,0.239882493225869,"89795/9702/324/6280/22924/65055/2009/23122/56890/6279/2332/9419/55614/51361/126731/84376/115548/120892/8766/27072/283431",21
"GO:0060589","nucleoside-triphosphatase regulator activity","27/814","344/17697",0.00494737299461765,0.250769968664682,0.239882493225869,"23365/63940/9732/9744/8853/94134/6004/7813/23527/23526/7070/9910/10188/54885/23232/57580/1122/130872/132864/96459/374403/64926/79774/120892/394/399/134957",27
"GO:0035014","phosphatidylinositol 3-kinase regulator activity","4/814","17/17697",0.00654336678384756,0.312157085982375,0.298604416080226,"9655/1154/9306/9021",4
"GO:0017137","Rab GTPase binding","16/814","175/17697",0.00694656515642119,0.312981352325421,0.299392895922948,"10133/7813/23527/25924/9910/79778/55614/54885/23232/10938/1122/55667/57531/374403/79774/134957",16
"GO:0005548","phospholipid transporter activity","7/814","52/17697",0.00935203946438302,0.382580597814508,0.365970407669923,"5359/9600/51012/57088/26207/5205/153768",7
"GO:0035091","phosphatidylinositol binding","20/814","245/17697",0.00953806249000051,0.382580597814508,0.365970407669923,"90203/9600/246/23527/7070/55198/79666/26207/55614/51028/79685/57590/59338/91404/115548/117583/124460/29091/5337/64005",20
"GO:0036313","phosphatidylinositol 3-kinase catalytic subunit binding","4/814","19/17697",0.0099065259606716,0.382580597814508,0.365970407669923,"9655/1154/9306/9021",4
"GO:0005543","phospholipid binding","31/814","434/17697",0.0104216350894229,0.384179366251,0.36749976367965,"90203/5320/9600/5724/246/114876/11314/23527/7070/51012/55198/79666/26207/55614/51028/8436/79685/57590/57580/59338/5205/91404/115548/144402/117583/124460/80115/29091/5337/153768/64005",31
"GO:0004709","MAP kinase kinase kinase activity","5/814","30/17697",0.0111303174814857,0.392464672934127,0.375425353952173,"11183/9344/9020/11184/8491",5
"GO:0050786","RAGE receptor binding","3/814","11/17697",0.0121232213957718,0.400027794707021,0.382660113828379,"6280/6278/6279",3
"GO:0050699","WW domain binding","5/814","31/17697",0.0127802306990615,0.400027794707021,0.382660113828379,"10188/51186/54602/90843/56849",5
